station,lat,long
Kurfürstendeich,53.466177,10.201788
Curslacker Brückendamm,53.463482,10.19995
Kirchwerder Landweg 70,53.457758,10.191929
Kirchwerder Landweg 182,53.449318,10.180343
Neuengammer Hinterdeich,53.446924,10.177086
Heinrich-Osterath-Straße (Ost),53.444146,10.173608
Fersenweg,53.43262,10.157702
Marschbahndamm,53.428394,10.154262
Howe,53.420621,10.148711
Rieck-Museum,53.458732,10.21564
Curslacker Deich 336,53.463792,10.207533
Neuengammer Hausdeich 421,53.45767,10.206034
Schleusendamm,53.465426,10.18981
Krapphofschleuse,53.468232,10.189542
In der Hörn,53.474423,10.194957
Nettelnburger Straße,53.476978,10.196445
Fiddigshagen,53.479141,10.19759
Wiesnerring,53.483154,10.200565
Spritzenhaus,53.437322,10.187595
Kirchwerder Hausdeich (West),53.440816,10.184126
Alte Schule Seefeld,53.444039,10.164333
Seefelder Fischteiche,53.451289,10.157065
Heinrich-Osterath-Straße (Mitte),53.455225,10.147733
Süderquerweg 263,53.412811,10.157178
Hower Brack,53.418681,10.150509
Johannssenstegel,53.424368,10.139365
Kirchwerder Schulweg,53.430171,10.133893
Siedfeld,53.435197,10.129783
Hower Hauptdeich,53.41665,10.149566
Howe (Ost),53.4117,10.15223
Wraust,53.423097,10.139752
Fünfhausen,53.444762,10.131196
Schule Fünfhausen,53.448677,10.133423
Durchdeich 141,53.451899,10.135691
Heinrich-Osterath-Straße 241,53.456336,10.14153
Wulffsbrücke,53.459201,10.13694
Reitbrooker Hinterdeich,53.460986,10.139216
Alte Schule Reitbrook,53.468091,10.148894
Vorderdeich 119,53.469154,10.152311
Vorderdeich 75,53.468759,10.159724
Reitbrooker Mühle,53.467511,10.171527
Reitbrooker Mühlenbrücke,53.468287,10.17584
Nettelnburger Landweg (Süd),53.470978,10.174438
Nettelnburger Landweg 192,53.475753,10.177688
Oberer Landweg (Eisenbahnbrücke),53.488063,10.185924
Heckkaten,53.49018,10.189012
Kurt-A.-Körber-Chaussee (Mitte),53.489039,10.19353
Kurt-A.-Körber-Chaussee (Ost),53.4889,10.197504
Stadtteilschule Bergedorf,53.492675,10.190227
Ruselerweg,53.492486,10.195616
Katendeich,53.477003,10.191174
Klaus-Schaumann-Straße,53.477506,10.189395
Heulandhagen,53.480478,10.190563
Kienenhagen,53.482823,10.191457
Püttenhorst (Süd),53.478005,10.186231
Ochsenwerder Norderdeich 320,53.461346,10.130613
Friedmannbogen,53.477922,10.184677
Henriette-Herz-Ring,53.484594,10.172314
Rahel-Varnhagen-Weg,53.487929,10.174952
S Nettelnburg (Südeingang),53.486655,10.179331
Billwiese,53.491398,10.188533
Hilda-Monte-Weg,53.482335,10.169947
Elisabeth-von-Thadden-Kehre,53.480113,10.167445
Lilo-Gloeden-Kehre,53.478811,10.171025
Jeanette-Wolff-Ring,53.477729,10.173254
Fanny-Lewald-Ring,53.47665,10.176086
Richard-Gödeke-Weg,53.485818,10.184928
Nettelnburger Kirchenweg,53.480116,10.182735
Siedlung Curslack (Nord),53.471977,10.20403
Neuengammer Hausdeich 490,53.4631,10.198614
Nettelnburger Straße (Mitte),53.4774,10.187479
Süderquerweg 399,53.421734,10.144123
Freegen,53.440378,10.129168
Neuengammer Hauptdeich,53.417425,10.252921
Curslacker Deich 200,53.452621,10.220102
Curslack (Feuerwehr),53.449949,10.222102
Schule Curslack (Kehre),53.448152,10.221208
Schule Curslack,53.447871,10.221455
Achterschlag,53.467647,10.237339
Wasserwerk,53.463071,10.235805
Curslacker Heerweg 118,53.458872,10.234373
Grashofweg,53.453975,10.23259
Rieckweg,53.449228,10.230225
Odemanns Heck,53.446561,10.220394
Neuengammer Hausdeich 310,53.449008,10.214865
Neuengammer Hausdeich 351,53.453312,10.213949
Windpark Horst,53.46529,10.261649
Horster Damm,53.461876,10.272585
Alte Horster Schule,53.455253,10.283588
Horster Moor,53.452039,10.286637
Weg zum Freibad,53.448428,10.293211
Vossmoorbrücke,53.445868,10.297227
Altengammer Marschbahndamm,53.441487,10.301819
Borghorst,53.439738,10.30312
Zeltplatz Altengamme,53.43359,10.299155
Altengammer Löschplatz,53.428871,10.290992
Altengamme (Süd),53.427617,10.285673
Altengammer Elbwiesen,53.426761,10.279193
Altengamme (Feuerwehr),53.431561,10.274838
Lüttwetter,53.435062,10.276027
Schule Altengamme,53.427594,10.269319
Jean-Dolidier-Weg,53.438126,10.23329
Zwischen den Zäunen,53.44079,10.232013
Heinrich-Stubbe-Weg,53.445647,10.22982
Lütte Stegel,53.445318,10.224257
Neuengammer Kirche,53.445956,10.222454
Bei der Blauen Brücke,53.436713,10.237011
Windpark Neuengamme,53.431009,10.242006
Neuengammer Hausdeich 52,53.426646,10.249341
Neuengammer Marschbahndamm,53.424178,10.25333
Neuengammer Elbdeich,53.422871,10.257985
Gammer Weg (Süd),53.426901,10.273706
Neuengammer Hinterdeich 60,53.428757,10.205666
Neuengammer Hinterdeich 123,53.433391,10.203315
Neuengammer Hinterdeich 143,53.435869,10.205311
Neuengammer Hinterdeich 180,53.439067,10.202723
Kälbersteert,53.441953,10.194512
Neuengammer Hinterdeich (Ost),53.427457,10.215198
Kiebitzdeich (West),53.425121,10.215086
In der Ohe-Nord,53.419486,10.204561
Grundschule Kirchwerder,53.420649,10.202398
Achterdiekbrücke,53.427146,10.203289
Kirchwerder Hausdeich (Mitte),53.430755,10.19829
Hitscherberg,53.437511,10.197457
Norderquerweg 42,53.43372,10.192256
Kirchwerder Kirche,53.41871,10.199531
Karkenland,53.416123,10.195923
Teufelsort,53.412363,10.191757
Kirchenheerweg,53.404842,10.186374
Auf dem Sülzbrack,53.407588,10.177653
Neesentwiete,53.409869,10.172332
Süderquerweg 208,53.411475,10.163398
Achterdeich,53.408783,10.24584
Kiebitzbrack,53.410954,10.236669
Kiebitzdeich (Mitte),53.415815,10.225319
Neuengammer Heerweg,53.419571,10.22096
KZ-Gedenkstätte (Ausstellung),53.427977,10.226677
KZ-Gedenkstätte (Klinkerwerk),53.432312,10.229781
KZ-Gedenkstätte (Mahnmal),53.434837,10.23157
Kraueler Hauptdeich 261,53.402396,10.241308
Riepenburg,53.402039,10.205121
Grünerdeich,53.401818,10.189537
Schule Zollenspieker,53.400844,10.183616
Krummer Hagen,53.406254,10.207721
Kirchwerder Mühlendamm,53.413336,10.209411
Kirchwerder Hausdeich 404,53.414823,10.20634
Sielkuhle,53.41746,10.201451
Lütjenburg (Kirchwerder),53.400542,10.168648
Sande,53.406373,10.158582
Riepenburger Brack,53.400062,10.20956
Gammer Weg 146,53.441481,10.278221
Carlsbrack,53.403616,10.19661
Alte Twiete,53.419374,10.201444
Kiebitzdeich 154,53.414377,10.230617
Lohbrügger Kirchstraße,53.498567,10.203005
Sanmannreihe,53.498343,10.208364
Lohbrügger Weg,53.50158,10.205694
Plettenbergstraße,53.504569,10.203929
Heidkampsredder,53.507349,10.1992
Korachstraße,53.510731,10.197984
Lohbrügger Markt,53.494727,10.207779
Bille-Bad,53.493065,10.214829
Augustastraße,53.490923,10.21522
Schillerufer,53.490929,10.21195
Perelsstraße,53.510955,10.204276
Röpraredder,53.509843,10.210259
Harnackring,53.5076,10.210858
Binnenfeldredder,53.503506,10.210425
Goerdelerstraße,53.501092,10.211034
Bornmühlenweg,53.498899,10.210218
Sterntwiete,53.504235,10.215661
Max-Eichholz-Ring,53.50476,10.2197
"Reinbek, Großkoppel",53.512453,10.223991
"Reinbek, Am Forstplatz",53.512484,10.228846
"Reinbek, Schaumanns Kamp",53.510009,10.23185
"Reinbek, Störmerweg",53.506294,10.230476
"Reinbek, Am Holländerberg",53.509626,10.232336
Havighorster Weg,53.512564,10.209538
"Reinbek, Mühlenredder (West)",53.51845,10.227949
"Reinbek, Eichenbusch (West)",53.515872,10.227949
"Reinbek, Stormarnstraße",53.516289,10.233675
"Reinbek, Treptower Weg",53.514589,10.234651
"Reinbek, Sachsenwald-EKZ",53.512203,10.23428
"Reinbek, Am Ladenzentrum",53.510483,10.233808
"Reinbek, Krankenhaus St. Adolf-Stift",53.51104,10.242447
"Reinbek, Landhausplatz",53.510285,10.251062
"Reinbek, Schulstraße",53.512902,10.250868
"Reinbek, Sachsenwaldschule",53.51476,10.24937
"Reinbek, Mühlenredder",53.516778,10.247165
"Reinbek, Auf dem Großen Ruhm",53.517813,10.249611
"Reinbek, Schulzentrum",53.51814,10.241579
"Reinbek, Holsteiner Straße",53.517812,10.238424
"Reinbek, Eichenbusch (Ost)",53.516291,10.236088
Riehlstraße,53.49729,10.196896
Höperfeld,53.495923,10.198787
Ulmenliet,53.495314,10.202205
S Reinbek,53.508392,10.252257
"Wentorf, Hochweg",53.501779,10.25158
"Wentorf, Kirche",53.500257,10.252802
"Wentorf, Am Petersilienberg",53.498228,10.253525
"Wentorf, Wohltorfer Weg",53.497226,10.257354
"Wentorf, Danziger Straße",53.495842,10.261622
"Wentorf, Kirschkoppel",53.495339,10.265043
"Wentorf, Friedrichsruher Weg",53.493872,10.26182
"Wentorf, Achtern Höben",53.493513,10.256686
"Wentorf, Höppnerallee",53.489006,10.244258
Wentorfer Straße (Ost),53.488457,10.234841
Pfingstberg,53.488011,10.227536
Rathaus Bergedorf,53.487594,10.22088
Mohnhof,53.486095,10.214524
Kirchhofsweg,53.483678,10.220707
Unterm Heilbrunnen,53.482045,10.224034
An der Pollhofsbrücke,53.479783,10.230763
Pollhof,53.473565,10.230794
Eschenhofweg,53.471342,10.232808
Holtenklinke,53.478066,10.239555
Klgv Rothenhauschaussee,53.473504,10.255613
Speckenweg,53.472234,10.26184
Speckenwegbrücke,53.467397,10.2587
"Börnsen, Bahnstraße",53.469288,10.27865
"Börnsen, Dänenweg",53.467342,10.287416
"Escheburg, Götensberg",53.465259,10.301402
"Escheburg, Am Alten Bahnhof",53.46262,10.315054
"Escheburg, Bistal",53.460763,10.326169
Zu den Eichen,53.484926,10.220818
St.-Michael-Kirche,53.483265,10.225064
Reimboldweg,53.482622,10.22732
Hoffmann-von-Fallersleben-Straße,53.481817,10.23046
Justus-Brinckmann-Straße,53.481351,10.232089
Sternwarte (Universität),53.480398,10.238177
Friedhof Bergedorf (Kapelle 1),53.480754,10.245478
Friedhof Bergedorf,53.478864,10.250002
"Börnsen, Friedhof Bergedorf (Kapelle 2)",53.478586,10.256832
Sternwarte (Besucherzentrum),53.482322,10.238971
August-Bebel-Straße,53.483989,10.234154
Bethesda Krankenhaus Bergedorf,53.486092,10.23417
Luisen-Gymnasium,53.492063,10.227653
Hansa-Gymnasium,53.493847,10.221044
Hermann-Distel-Straße,53.4949,10.220818
Schlebuschweg,53.492452,10.224741
Am Baum,53.488818,10.226007
Ida-Boy-Ed-Straße,53.483927,10.230627
Spieringstraße,53.484795,10.226629
"Börnsen, Hamfelderedder",53.475669,10.285198
"Neu Börnsen, Börnsener Straße",53.484624,10.289702
"Neu Börnsen, Haidkamp",53.488153,10.290005
"Neu Börnsen, Steinredder",53.48904,10.284397
"Börnsen, Buchenberg",53.47867,10.286087
"Escheburg, Bergsiedlung",53.461596,10.321527
"Escheburg, Dorfplatz",53.466897,10.309419
"Börnsen, Rudolf-Donath-Weg",53.470316,10.278335
"Wentorf, Sandweg",53.488708,10.250442
"Wentorf, Henkenhoop",53.49023,10.256966
"Geesthacht, Jugendherberge",53.431619,10.390398
"Geesthacht, Waldfriedhof",53.429585,10.396064
"Geesthacht, Worther Weg",53.438677,10.389289
"Geesthacht, Barmbeker Ring",53.440514,10.39436
"Geesthacht, Hanseatenweg",53.441981,10.398728
"Geesthacht, Ilenweg",53.440625,10.38562
"Geesthacht, Finkenweg (Süd)",53.444569,10.378674
"Geesthacht, Hohenkamp",53.445839,10.376097
"Geesthacht, Keil",53.442922,10.371848
"Geesthacht, Schulzentrum",53.442652,10.382014
"Geesthacht, Besenhorst",53.45456,10.349642
"Geesthacht, Schäferstrift",53.450424,10.358663
"Geesthacht, Bergstraße",53.447477,10.360917
"Geesthacht, Düneberger Straße",53.4447,10.362529
"Geesthacht, Waldstraße",53.440065,10.366308
"Geesthacht, An der Post",53.437181,10.368654
"Geesthacht, Norderstraße",53.433488,10.371785
"Geesthacht, Breiter Berg",53.428063,10.380141
"Geesthacht, Markt",53.430259,10.373592
"Geesthacht, Fährstraße",53.432251,10.379254
"Geesthacht, Freibad",53.427733,10.374428
"Geesthacht, Schiffbauerweg",53.426615,10.377145
"Geesthacht, Pumpspeicherwerk",53.417171,10.396948
"Geesthacht, Breslauer Weg",53.440619,10.366582
"Geesthacht, Am Moor",53.440564,10.357219
"Geesthacht, Kirschenweg",53.441873,10.350338
"Geesthacht, Charlottenburger Straße",53.440736,10.34368
"Geesthacht, Heuweg",53.436984,10.33846
"Geesthacht, Schleuse",53.432925,10.339009
"Geesthacht, Am Schleusenkanal",53.435904,10.322475
"Geesthacht, Spandauer Straße",53.434149,10.351613
"Niedermarschacht, Grundschule",53.4177,10.365404
"Obermarschacht, Herrenweg",53.409081,10.393521
"Obermarschacht, Gutsweg",53.414784,10.375914
"Niedermarschacht, Bahnhof",53.417234,10.368509
"Niedermarschacht, Hagenweg",53.418442,10.359411
"Niedermarschacht, Drosselgasse",53.418507,10.352229
"Rönne, Brücke",53.419095,10.340681
"Obermarschacht, Brackweg",53.410615,10.386773
"Geesthacht, Alte Glasfabrik",53.426678,10.383316
"Geesthacht, Edmundsthal",53.423013,10.388612
"Geesthacht, Otto-Hahn-Gymnasium",53.439097,10.362951
"Geesthacht, Vierlander Straße",53.435156,10.326755
"Geesthacht, Alfred-Nobel-Schule",53.436881,10.366642
"Niedermarschacht, Ernst-Reinstorf-Schule",53.417948,10.355454
"Niedermarschacht, Grundschule (Kehre)",53.417871,10.365446
"Geesthacht, ZOB",53.436566,10.372877
"Geesthacht, Berliner Straße",53.435928,10.384534
"Geesthacht, Am Ziegenkrug",53.436123,10.386346
"Geesthacht, Baustraße",53.431646,10.362337
"Geesthacht, Wärderstraße",53.433762,10.353286
"Geesthacht, Frohnauer Straße",53.434294,10.345929
"Geesthacht, Hermsdorfer Straße",53.434851,10.342817
"Geesthacht, Eichweg",53.446952,10.373815
"Geesthacht, Angerweg",53.448594,10.370932
"Geesthacht, Birkenweg",53.450791,10.369329
"Geesthacht, Tannenweg",53.452561,10.370518
"Geesthacht, Zöllnersweg (Mitte)",53.452452,10.376115
"Geesthacht, Finkenweg (Nord)",53.452559,10.37931
"Geesthacht, Querweg",53.450254,10.380484
"Geesthacht, Heinrichshofweg",53.447118,10.379705
"Geesthacht, Am Ilensoll",53.442179,10.38409
"Willinghusen, Am Glinder Weg",53.559481,10.209201
"Willinghusen, Bei den Tannen",53.553905,10.206145
"Glinde, Kupfermühlenweg",53.550767,10.204562
"Glinde, Friedhof",53.546618,10.204338
"Glinde, Gerhart-Hauptmann-Weg",53.543704,10.204618
"Glinde, Havighorster Weg",53.540229,10.202588
"Glinde, Markt",53.540588,10.211528
"Glinde, Mühlenstraße",53.542726,10.21423
"Glinde, An der alten Wache",53.543202,10.217804
"Glinde, Berliner Straße",53.547086,10.233364
"Oher Tannen, Waldparkplatz",53.55682,10.270017
"Neuschönningstedt, Ebereschenweg",53.551039,10.245535
"Neuschönningstedt, Heideweg",53.549927,10.240976
"Glinde, Sandweg",53.540227,10.207249
"Glinde, Buchenweg",53.535,10.218277
"Glinde, Rotdornweg",53.533396,10.225093
"Reinbek, Siemensstraße",53.526317,10.236259
"Reinbek, Dieselstraße",53.524394,10.235419
"Reinbek, Liebigstraße",53.523226,10.232822
"Glinde, Gutenbergstraße",53.522784,10.227712
"Schönningstedt, Alter Kamp",53.52862,10.25756
"Reinbek, Wohltorfer Straße",53.524282,10.258246
"Reinbek, Schützenstraße",53.52145,10.257468
"Reinbek, Görlitzer Weg",53.520286,10.254554
"Reinbek, Kampstraße",53.520535,10.251365
"Schönningstedt, Schule",53.530566,10.251917
"Glinde, Breiter Kamp",53.539623,10.227702
"Glinde, Schulzentrum",53.541061,10.222449
"Neuschönningstedt, Haidkrug",53.553321,10.253328
"Neuschönningstedt, Tannenallee",53.554733,10.250669
"Neuschönningstedt, Sandweg",53.55335,10.243672
"Neuschönningstedt, Birkenweg",53.553927,10.240037
"Neuschönningstedt, Querweg",53.548651,10.250505
"Neuschönningstedt, Kalksandsteinwerk",53.545087,10.251033
"Ohe, Am Sportplatz",53.546116,10.275263
"Ohe, Schönauer Weg",53.546279,10.281861
"Ohe, Am Hünengrab",53.546726,10.283775
"Reinbek, Sachsenwaldau",53.544281,10.298833
"Neuschönningstedt, Schule",53.549013,10.245974
"Neuschönningstedt, Oher Weg",53.545253,10.247251
"Glinde, Quellental",53.540624,10.197229
"Neuschönningstedt, Feldstraße",53.558707,10.250364
"Reinbek, Krabbenkamp",53.524599,10.297416
"Reinbek, Humboldtstraße",53.528959,10.23715
"Reinbek, Sachsenwaldstraße",53.530152,10.237336
"Glinde, Weißdornweg",53.535622,10.227073
"Neuschönningstedt, Hans-Geiger-Straße",53.54392,10.239729
"Glinde, Bünebüttler Weg",53.541591,10.230293
"Kuddewörde, Schule",53.581088,10.39518
"Grande, Billeweg",53.590876,10.395729
"Grande, Tannenweg",53.5822,10.390762
"Grande, Möllner Landstraße",53.580235,10.387421
"Witzhave, Granderheider Weg",53.573928,10.356009
"Witzhave, Rausdorfer Weg",53.569013,10.344047
"Witzhave, Am Roggenhof",53.566898,10.332282
"Reinbek, Burgstall",53.562818,10.298858
"Reinbek, Büchsenschinken",53.560756,10.289287
"Oher Tannen, Kronshorster Weg",53.558261,10.278149
"Trittau, Schulzentrum",53.615583,10.398004
"Trittau, Trittauerheide",53.600958,10.391892
"Grande, Granderheide (Ost)",53.596457,10.376277
"Grande, Granderheide (West)",53.591901,10.36767
"Rausdorf, Am Lindenhof",53.586261,10.333193
"Rausdorf, Papendorfer Weg",53.589536,10.32798
"Brunsbek, Kronshorst",53.587536,10.291537
"Witzhave, Corbekstraße",53.571037,10.337393
"Großensee, Kamphöhe",53.611565,10.338841
"Witzhave, Kirchenstraße",53.568308,10.333141
"Witzhave, Oher Weg",53.567337,10.335616
"Trittau, Stettiner Straße",53.620566,10.396422
"Großensee, Glashütte",53.597343,10.32972
"Witzhave, Rosenweg",53.5721,10.340401
"Stapelfeld, Zur Windmühle",53.608476,10.235018
"Siek, Kirche",53.633758,10.298165
"Siek, Papendorfer Weg",53.630954,10.297413
"Meilsdorf, Fleischgaffel",53.624845,10.276367
"Meilsdorf, Gutsstraße",53.629228,10.269017
"Papendorf, Dorfstraße",53.614035,10.293177
"Großensee, Schierholzkaten",53.61328,10.305575
"Meilsdorf, Meilsdorfer Damm",53.61499,10.282114
"Braak, Dorfstraße",53.610095,10.243557
"Stapelfeld, Müllverbrennungsanlage",53.617713,10.222865
"Stapelfeld, Am Ecksoll (Schule)",53.601459,10.212999
"Langelohe, Papendorfer Straße",53.595454,10.270451
"Papendorf, Birkenweg",53.605759,10.285702
"Papendorf, Poststraße",53.608067,10.289942
"Stemwarde, Feuerwache",53.57042,10.24215
"Willinghusen, Stemwarder Landstraße",53.56685,10.219796
"Stellau, Römsmoorweg",53.586421,10.246727
"Stellau, Am Dorfplatz",53.589094,10.235932
"Meilsdorf, Kampsredder",53.62965,10.262227
"Siek, Alte Landstraße 41",53.628762,10.289833
"Langelohe, Horstredder",53.594736,10.273707
"Stapelfeld, Brookstieg",53.619816,10.23151
"Braak, Braaker Grund",53.621738,10.23335
"Langelohe, Kindergarten",53.60054,10.274652
"Siek, Alte Landstraße 49",53.625594,10.281982
Gewerbepark Merkur,53.607705,10.188747
U Großhansdorf,53.661904,10.287064
"Lütjensee, Kreuzung",53.644207,10.361333
"Lütjensee, Up de Höh",53.647786,10.362704
"Lütjensee, Schule",53.646653,10.361972
"Großensee, Pfefferberg (oben)",53.626757,10.343826
"Großensee, Pfefferberg (unten)",53.623423,10.343841
"Großensee, Hamburger Straße",53.615629,10.341025
"Großensee, Schwarzekate",53.61331,10.320068
"Hoisdorf, Am Eichenhain",53.659817,10.308769
"Hoisdorf, Gottesgabe",53.659684,10.332227
"Hoisdorf, Sprenger Weg",53.654615,10.331538
"Großensee, Fritz-Berodt-Straße",53.615323,10.341861
"Hoisdorf, Waldstraße",53.662371,10.315958
"Trittau, Wiesenweg",53.620625,10.393643
"Großensee, Sieker Straße (Nord)",53.632615,10.311509
"Großensee, Wischhof",53.619124,10.339382
"Ahrensburg, An der Reitbahn",53.671788,10.235039
"Ahrensburg, Hermann-Löns-Straße",53.676401,10.226835
"Ahrensburg, Schulzentrum Am Heimgarten",53.679033,10.219889
"Ahrensburg, Reesenbüttler Redder",53.677673,10.213115
"Ahrensburg, Wulfsdorfer Weg",53.671038,10.215255
"Ahrensburg, Am Neuen Teich",53.667571,10.221283
U Ahrensburg West,53.663933,10.220331
"Ahrensburg, Lilienweg",53.679171,10.223995
"Ahrensburg, Selma-Lagerlöf-Schule",53.673231,10.223142
"Ahrensburg, Fritz-Reuter-Straße",53.673538,10.229975
Bf. Ahrensburg,53.669644,10.236541
"Ahrensburg, Berufsschule",53.678893,10.231811
"Ahrensburg, Freizeitbad",53.681564,10.23416
"Ahrensburg, Jungborn",53.68359,10.231994
"Ammersbek, Schneiderberg",53.694284,10.215228
"Ahrensburg, Kurt-Fischer-Straße (Nord)",53.689488,10.261035
"Ahrensburg, Ahrensburger Kamp",53.648958,10.258146
"Ahrensburg, Tatwerk",53.682674,10.262163
"Ahrensburg, Ewige Weide",53.689455,10.254782
"Ahrensburg, Kornkamp (Springer)",53.686454,10.256479
"Ahrensburg, Kornkamp (Mitte)",53.684463,10.256979
"Ahrensburg, Kornkamp (Süd)",53.681949,10.257616
"Ahrensburg, Beimoorweg",53.680341,10.252452
"Ahrensburg, Rosenhof",53.682617,10.240986
"Ahrensburg, Schloß",53.67909,10.24229
"Ahrensburg, Am Alten Markt",53.677282,10.239906
"Ahrensburg, Manhagener Allee",53.669347,10.243395
"Ahrensburg, Am Aalfang",53.664398,10.249286
U Ahrensburg Ost,53.661489,10.243905
"Ahrensburg, Finkenweg",53.658257,10.242781
"Ahrensburg, Starweg",53.657891,10.239034
"Ahrensburg, Burgweg",53.655926,10.235256
"Ahrensburg, Elsterweg",53.654123,10.237623
"Ahrensburg, Am Birkenhain",53.652922,10.237315
"Ahrensburg, Hinterm Vogelherd",53.650038,10.236399
"Ahrensburg, Meisenweg",53.645873,10.236867
"Ahrensburg, Spechtweg",53.646016,10.225605
"Ahrensburg, Pionierweg",53.645483,10.220614
"Ahrensburg, Schule Am Hagen",53.642064,10.217476
"Ahrensburg, Dänenweg",53.6399,10.216476
"Schmalenbeck, Martin-Meyer-Weg",53.646373,10.279014
U Kiekut,53.653012,10.282512
U Großhansdorf (Schaapkamp),53.662515,10.286235
"Großhansdorf, Waldreiterweg",53.663543,10.275782
"Schmalenbeck, Schulzentrum",53.647314,10.278422
"Siek, Bültbek",53.638678,10.2869
"Ahrensburg, Hamburger Straße",53.671308,10.236163
"Ahrensburg, Teichstraße",53.645984,10.244311
"Schmalenbeck, Parkklinik Manhagen",53.661956,10.256838
"Ahrensburg, An der Strusbek (Mitte)",53.689428,10.265832
"Ahrensburg, An der Strusbek (Süd)",53.685565,10.266669
"Ahrensburg, Rathaus",53.673176,10.236351
"Großhansdorf, Rosenhof",53.665738,10.290615
"Großhansdorf, Schule Wöhrendamm",53.661072,10.283392
"Ahrensburg, Klaus-Groth-Straße",53.67495,10.236872
"Garstedt, Aspelohe",53.669431,9.979925
"Garstedt, Plambeckhof",53.675538,9.972622
"Garstedt, Alte Dorfstraße",53.677818,9.968512
"Garstedt, Hermann-Löns-Weg",53.680096,9.976707
"Garstedt, Forstweg",53.695706,9.993889
"Garstedt, Buchenweg (Ost)",53.698147,9.994219
"Friedrichsgabe, Langenharmer Weg",53.710002,9.999224
"Friedrichsgabe, Weg am Denkmal",53.716567,9.999532
"Harksheide, Alter Kirchenweg",53.706672,9.997692
"Harksheide, Uhlenkamp",53.704839,10.003145
"Harksheide, Markt",53.704567,10.008681
"Harksheide, Romintener Weg",53.706175,10.015156
"Harksheide, Theodor-Storm-Straße",53.710312,10.015755
"Harksheide, Falkenhorst",53.710616,10.009507
"Harksheide, Falkenbergstraße",53.711229,10.008204
"Harksheide, Grootkoppelstraße",53.714205,10.009048
U Garstedt,53.684757,9.984671
"Harksheide, Stormarnstraße",53.708254,10.018931
"Garstedt, Ulzburger Straße 186",53.701956,9.99437
"Glashütte, Glasmoorstraße",53.70365,10.027754
"Glashütte, Lindenweg",53.696513,10.028095
"Glashütte, Op den Kamp",53.693155,10.028876
"Glashütte, Hofweg",53.696736,10.04904
"Tangstedt (OD), Puckaff",53.713989,10.076203
"Tangstedt (OD), Ziegenkoppel",53.721261,10.07192
"Tangstedt (OD), Wiesenweg",53.725115,10.074897
"Tangstedt (OD), Herrendamm",53.730121,10.079858
"Tangstedt (OD), Rathaus",53.732518,10.085057
"Glashütte, Siegfriedstraße",53.703928,10.060788
"Tangstedt (OD), Schule",53.729921,10.08599
"Norderstedt, Schulzentrum Süd",53.68949,10.029816
"Garstedt, Harthagen",53.698543,9.976726
"Garstedt, Helgolandstraße",53.705366,9.976323
"Garstedt, Hallig-Hooge-Stieg",53.711641,9.980255
"Garstedt, Fehmarnstraße",53.708593,9.980487
"Garstedt, Friedrichsgaber Weg (Mitte)",53.707979,9.985289
U A Norderstedt Mitte,53.706859,9.992638
"Garstedt, Görlitzer Weg",53.681812,9.995257
"Garstedt, Europaallee",53.681258,9.987389
"Garstedt, Zwijndrechtring",53.711531,9.986008
"Harksheide, Festsaal am Falkenberg",53.70872,10.006723
"Harksheide, Waldschneise",53.707644,10.013571
"Garstedt, Gewerbe im Park",53.666007,9.981177
"Wilstedt, Heidestraße",53.730505,10.04776
"Quickborn, Ärztezentrum",53.734757,9.902947
"Quickborn-Heide, Lornsenstraße",53.745181,9.954859
"Quickborn-Heide, Ulzburger Landstraße",53.74343,9.9525
"Quickborn-Heide, Feldweg",53.737121,9.9673
"Friedrichsgabe, Beim Umspannwerk",53.738654,9.984203
A Quickborner Straße,53.73395,9.991306
"Friedrichsgabe, Irisgang",53.733116,9.99653
"Friedrichsgabe, Bahnhofstraße",53.727261,9.997285
"Friedrichsgabe, Harckesheyde (West)",53.722287,9.997895
"Ellerau, Steindamm",53.750564,9.919174
"Harksheide, Zwickmöhlen",53.738927,9.995758
"Harksheide, Am Gehölz",53.743289,9.996286
"Harksheide, SOS-Kinderdorf",53.747791,9.996316
"Rhen, Paracelsus-Klinik",53.749484,10.008742
"Rhen, Wilstedter Straße",53.754483,9.996505
"Rhen, Alter Postweg",53.759403,9.996955
"Rhen, Alsterquelle",53.763619,9.997859
"Ulzburg-Süd, Dammstücken",53.771287,9.990867
"Ulzburg-Süd, Suhlenkamp",53.77412,9.978541
"Ulzburg, Kirche",53.788622,9.979653
"Ulzburg, Schulzentrum",53.790952,9.991255
"Ulzburg, Sportzentrum",53.793374,9.990644
"Henstedt, Schäferberg",53.791843,9.998727
"Henstedt, Kirche",53.790864,10.006062
"Henstedt, Schlesienstraße",53.793316,10.006228
"Kisdorf, Mühlenredder",53.805071,10.00484
A Henstedt-Ulzburg,53.795144,9.981975
"Harksheide, Stüberg",53.721541,10.013905
"Harkshörn, Harckesheyde (Ost)",53.723513,10.023982
"Harkshörn, Mühlenweg (Ost)",53.725981,10.023254
"Harkshörn, Am Stammgleis",53.735205,10.022614
"Harkshörn, Am Stammgleis (West)",53.735764,10.017203
"Harkshörn, Werkstraße",53.730648,10.022867
"Harkshörn, Mühlenweg (Mitte)",53.727428,10.016926
"Tangstedt (OD), Hauptstraße",53.734451,10.083772
"Tangstedt (OD), Harksheider Weg",53.735843,10.075944
"Wilstedt, Gewerbegebiet",53.742342,10.069668
"Wilstedt, Dorfplatz",53.746838,10.067221
